RowNum	OrigBook	OrigRef	MatchedBook	MatchedRef	Score	SplitMethod	QuoteLen	Status
1273	Ps	19:88	Ps	118:88	0.5500	period	88	OK
1274	Ps	19:89	Jn	17:17	0.4444	annotation_marker	32	OK
1275	Ps	19:91	Ps	19:91	0.2308	annotation_marker	21	LOW_CONFIDENCE
1276	Ps	19:93	Ps	19:93	0.1905	period	82	LOW_CONFIDENCE
1277	Ps	19:94	Ps	19:94	0.2333	period	140	LOW_CONFIDENCE
1278	Ps	19:96	Ps	19:96	0.1250	annotation_marker	36	LOW_CONFIDENCE
1279	Ps	19:97	Ps	118:97	0.6667	annotation_marker	65	OK
1280	Ps	19:98	Ps	118:98	0.3077	period	93	MARGINAL
1281	Ps	19:99	Ps	118:143	0.3333	period	80	MARGINAL
1282	Ps	19:103	Ps	118:103	0.4118	period	57	OK
1283	Ps	19:105	Ps	19:105	0.2414	period	158	LOW_CONFIDENCE
1284	Ps	19:106	Ps	118:106	0.4118	annotation_marker	65	OK
1285	Ps	19:113	Ps	118:113	0.3846	period	48	OK
1286	Ps	19:117	Ps	19:117	0.2273	period	92	LOW_CONFIDENCE
1287	Ps	19:125	Ps	118:125	0.2857	period	50	MARGINAL
1288	Ps	19:126	Ps	93:5	0.3125	period	56	MARGINAL
1289	Ps	19:127	Ps	118:127	0.3750	annotation_marker	65	OK
1290	Ps	19:130	Ps	118:130	0.3500	period	93	OK
1291	Ps	19:131	Ps	118:131	0.4667	period	71	OK
1292	Ps	19:137	Ps	19:137	0.1000	period	26	LOW_CONFIDENCE
1293	Ps	19:135	Ps	118:135	0.2667	annotation_marker	59	MARGINAL
1294	Ps	19:136	Ps	118:136	0.3182	period	82	MARGINAL
1295	Ps	19:138	Ps	118:138	0.2500	annotation_marker	52	MARGINAL
1296	Ps	19:141	Prv	7:7	0.2500	annotation_marker	27	MARGINAL
1297	Ps	19:143	Ps	118:143	0.5385	period	62	OK
1298	Ps	19:148	Ps	19:148	0.2000	period	132	LOW_CONFIDENCE
1299	Ps	19:147	Ps	118:147	0.4000	period	89	OK
1300	Ps	19:149	Ps	118:149	0.5882	period	96	OK
1301	Ps	19:150	Ps	118:150	0.4400	annotation_marker	106	OK
1302	Ps	19:152	Ps	118:152	0.3913	annotation_marker	85	OK
1303	Ps	19:153	Ps	118:153	0.5625	period	67	OK
1304	Ps	19:15	Ps	118:40	0.2667	period	47	MARGINAL
1305	Ps	19:156	Ps	19:156	0.1250	period	26	LOW_CONFIDENCE
1306	Ps	19:159	Ps	118:159	0.5294	period	74	OK
1307	Ps	19:161	Ps	118:161	0.3182	period	60	MARGINAL
1308	Ps	19:169	Ps	118:169	0.5263	annotation_marker	75	OK
1309	Ps	19:171	Ps	118:171	0.3810	tilde	81	OK
1310	Ps	19:172	Ps	19:172	0.1538	period	44	LOW_CONFIDENCE
1311	Ps	19:173	Ps	118:173	0.3158	annotation_marker	68	MARGINAL
1312	Ps	19:175	1Sm	26:24	0.2564	none	167	MARGINAL
1313	Ps	19:176	Ps	19:176	0.2174	annotation_marker	61	LOW_CONFIDENCE
1314	Ps	19:2	Ps	119:2	0.3571	period	41	OK
1315	Ps	19:3	Ps	119:3	0.3810	none	127	OK
1316	Ps	19:4	Ps	19:4	0.1875	annotation_marker	67	LOW_CONFIDENCE
1317	Ps	19:1	Ps	19:1	0.2258	annotation_marker	150	LOW_CONFIDENCE
1318	Ps	19:3	Ps	120:3	0.4737	annotation_marker	65	OK
1319	Ps	19:4	Ps	19:4	0.2000	none	32	STRUCTURAL_GAP
1320	Ps	19:5	Ps	19:5	0.2414	period	209	LOW_CONFIDENCE
1321	Ps	19:1	Ps	121:1	0.3158	period	201	MARGINAL
1322	Ps	19:2	Ps	121:2	0.6364	period	51	OK
1323	Ps	19:3	Ps	19:3	0.2308	period	38	LOW_CONFIDENCE
1324	Ps	19:4	Ps	121:4	0.2500	annotation_marker	30	MARGINAL
1325	Ps	19:5	Ps	19:5	0.2273	annotation_marker	114	LOW_CONFIDENCE
1326	Ps	19:7	Ps	121:7	0.4615	period	62	OK
1327	Ps	19:9	Ps	19:9	0.2308	annotation_marker	22	LOW_CONFIDENCE
1328	Ps	19:2	Ps	77:7	0.2703	period	190	MARGINAL
1329	Ps	19:4	Ps	19:4	0.1538	period	24	LOW_CONFIDENCE
1330	Ps	19:5	Ps	123:5	0.3684	period	99	OK
1331	Ps	19:6	Ps	123:6	0.5263	none	70	OK
1332	Ps	19:7	Ps	123:7	0.2500	annotation_marker	78	MARGINAL
1333	Ps	19:8	Ps	123:8	0.2750	period	231	MARGINAL
1334	Ps	19:3	Ps	124:3	0.3200	period	70	MARGINAL
1335	Ps	19:4	Ez	36:32	0.2667	none	170	MARGINAL
1336	Ps	19:7	Ps	19:7	0.2222	period	20	LOW_CONFIDENCE
1337	Ps	19:7	Ps	19:7	0.1765	period	76	LOW_CONFIDENCE
1338	Ps	19:2	Ex	23:32	0.2857	annotation_marker	43	MARGINAL
1339	Ps	19:3	Ps	19:3	0.2000	annotation_marker	44	LOW_CONFIDENCE
1340	Ps	19:5	Ps	19:5	0.2400	period	103	LOW_CONFIDENCE
1341	Ps	19:6	Ps	142:6	0.3333	annotation_marker	58	MARGINAL
1342	Ps	19:9	Ps	142:9	0.3529	period	60	OK
1343	Ps	19:1	Ps	19:1	0.2143	period	49	LOW_CONFIDENCE
1344	Ps	19:3	Ps	19:3	0.1481	period	85	LOW_CONFIDENCE
1345	Ps	19:1	Jdt	14:18	0.2500	period	151	MARGINAL
1346	Ps	19:3	Ps	143:3	0.5789	annotation_marker	69	OK
1347	Ps	19:5	Ps	19:5	0.1867	none	407	STRUCTURAL_GAP
1348	Ps	19:7	Ps	143:7	0.5000	annotation_marker	129	OK
1349	Ps	19:8	Ps	19:8	0.0909	period	21	LOW_CONFIDENCE
1350	Ps	19:8	Ps	143:8	0.3750	annotation_marker	59	OK
1351	Ps	19:9	Hos	13:5	0.2857	period	46	MARGINAL
1352	Ps	19:13	Ps	19:13	0.1500	period	53	LOW_CONFIDENCE
1353	Ps	19:4	Ps	144:4	0.4286	none	85	OK
1354	Ps	19:5	Ps	19:5	0.2381	period	95	LOW_CONFIDENCE
1355	Ps	19:6	Ps	144:6	0.3571	annotation_marker	48	OK
1356	Ps	19:11	Ps	144:12	0.3214	none	180	MARGINAL
1357	Ps	19:13	Ps	144:13	0.2500	period	168	MARGINAL
1358	Ps	19:15	1Jn	5:3	0.2692	period	103	MARGINAL
1359	Ps	19:17	Ps	19:17	0.1818	period	114	LOW_CONFIDENCE
1360	Ps	19:1	Ps	19:1	0.1818	period	217	LOW_CONFIDENCE
1361	Ps	19:1	Ps	19:1	0.2414	period	133	LOW_CONFIDENCE
1362	Ps	19:2	Ps	19:2	0.1250	period	54	LOW_CONFIDENCE
1363	Ps	19:4	Ps	19:4	0.2391	period	277	LOW_CONFIDENCE
1364	Ps	19:2	Lv	8:3	0.2500	annotation_marker	48	MARGINAL
1365	Ps	19:4	Ps	19:4	0.2000	annotation_marker	33	LOW_CONFIDENCE
1366	Ps	19:5	Ps	146:5	0.3750	period	154	OK
1367	Ps	19:7	Ps	112:5	0.2667	none	62	MARGINAL
1368	Ps	19:8	Ps	19:8	0.2000	period	159	LOW_CONFIDENCE
1369	Ps	19:10	Nm	35:12	0.2549	period	216	MARGINAL
1370	Ps	19:2	Ps	19:2	0.1625	period	483	LOW_CONFIDENCE
1371	Ps	19:3	Ps	147:3	0.5000	annotation_marker	108	OK
1372	Ps	19:4	Ps	19:4	0.2188	period	169	LOW_CONFIDENCE
1373	Ps	19:5	Ps	19:5	0.1429	period	314	LOW_CONFIDENCE
1374	Prv	16:24	Prv	15:24	0.3333	period	84	MARGINAL
1375	Prv	16:27	Prv	16:27	0.1176	period	49	LOW_CONFIDENCE
1376	Prv	16:30	Prv	16:30	0.2105	none	71	STRUCTURAL_GAP
1377	Prv	16:31	Prv	15:31	0.3333	none	85	MARGINAL
1378	Prv	16:32	Jn	2:21	0.2500	none	115	MARGINAL
1379	Prv	16:33	Prv	15:33	0.3333	none	80	MARGINAL
1380	Prv	16:6	Prv	16:6	0.3478	none	89	MARGINAL
1381	Prv	16:9	Ps	36:23	0.2609	period	68	MARGINAL
1382	Prv	16:14	Jb	7:1	0.2917	none	103	MARGINAL
1383	Prv	16:15	Prv	16:15	0.2273	none	78	STRUCTURAL_GAP
1384	Prv	16:16	Prv	16:16	0.1892	period	190	LOW_CONFIDENCE
1385	Prv	16:19	Prv	16:19	0.2903	period	173	MARGINAL
1386	Prv	16:25	Prv	16:25	0.7778	none	84	OK
1387	Prv	16:26	Prv	16:26	0.4762	none	96	OK
1388	Prv	16:27	Prv	16:27	0.3333	none	60	MARGINAL
1389	Prv	16:28	Prv	16:28	0.3684	none	79	OK
1390	Prv	16:29	Prv	16:29	0.4091	period	73	OK
1391	Prv	16:30	Prv	16:30	0.2609	period	89	MARGINAL
1392	Prv	16:31	Prv	16:31	0.2222	period	178	LOW_CONFIDENCE
1393	Prv	16:33	Prv	16:33	0.2857	period	80	MARGINAL
1394	Prv	16:1	Prv	16:1	0.2041	period	293	LOW_CONFIDENCE
1395	Prv	16:2	Prv	17:2	0.3500	none	85	OK
1396	Prv	16:3	Prv	17:3	0.2727	none	80	MARGINAL
1397	Prv	16:4	Prv	17:4	0.4118	period	79	OK
1398	Prv	16:18	Prv	17:8	0.2692	none	118	MARGINAL
1399	Prv	16:9	Jb	3:2	0.2500	none	14	MARGINAL
1400	Prv	16:9	Eph	5:26	0.2500	none	112	MARGINAL
1401	Prv	16:10	Prv	16:10	0.2000	period	83	LOW_CONFIDENCE
1402	Prv	16:14	Prv	16:14	0.2143	period	108	LOW_CONFIDENCE
1403	Prv	16:17	Prv	17:17	0.3333	period	81	MARGINAL
1404	Prv	16:20	Prv	16:20	0.2414	period	104	LOW_CONFIDENCE
1405	Prv	16:22	Prv	17:22	0.5000	none	77	OK
1406	Prv	16:23	Prv	17:23	0.3684	none	88	OK
1407	Prv	16:24	Prv	17:24	0.3889	none	92	OK
1408	Prv	16:25	Prv	17:25	0.6471	none	86	OK
1409	Prv	16:26	Prv	17:27	0.3824	period	159	OK
1410	Prv	16:28	Prv	17:28	0.3125	period	139	MARGINAL
1411	Prv	16:3	Prv	18:3	0.2963	none	104	MARGINAL
1412	Prv	16:4	Prv	18:4	0.3750	period	97	OK
1413	Prv	16:7	Prv	18:7	0.5294	period	82	OK
1414	Prv	16:8	Prv	16:8	0.2381	period	190	LOW_CONFIDENCE
1415	Prv	16:9	Prv	18:9	0.3913	none	97	OK
1416	Prv	16:10	Prv	16:10	0.2258	period	128	LOW_CONFIDENCE
1417	Prv	16:32	Prv	18:12	0.5263	none	91	OK
1418	Prv	16:13	Prv	18:13	0.4286	none	91	OK
1419	Prv	16:14	Prv	18:14	0.5455	none	103	OK
1420	Prv	16:15	Prv	18:15	0.2632	period	78	MARGINAL
1421	Prv	16:17	Prv	18:17	0.4000	none	78	OK
1422	Prv	16:18	Prv	16:18	0.2000	none	77	STRUCTURAL_GAP
1423	Prv	16:19	Prv	16:19	0.2308	period	64	LOW_CONFIDENCE
1424	Prv	16:23	Prv	16:23	0.2308	period	284	LOW_CONFIDENCE
1425	Prv	16:2	Prv	19:2	0.3462	period	99	MARGINAL
1426	Prv	16:5	Prv	19:5	0.4706	none	79	OK
1427	Prv	16:6	Prv	16:6	0.0000	none	27	STRUCTURAL_GAP
1428	Prv	16:7	Prv	19:7	0.3846	period	82	OK
1429	Prv	16:9	Prv	16:9	0.2083	none	78	STRUCTURAL_GAP
1430	Prv	16:11	1Cor	11:8	0.3077	none	47	MARGINAL
1431	Prv	16:12	Prv	19:12	0.3103	none	140	MARGINAL
1432	Prv	16:14	Prv	16:14	0.2222	none	423	STRUCTURAL_GAP
1433	Prv	16:16	Prv	19:16	0.3077	period	130	MARGINAL
1434	Prv	16:19	Prv	19:19	0.3182	period	107	MARGINAL
1435	Prv	16:23	Prv	16:23	0.2000	period	306	LOW_CONFIDENCE
1436	Prv	16:29	Prv	20:2	0.2692	none	310	MARGINAL
1437	Prv	16:3	Prv	16:3	0.1429	period	101	LOW_CONFIDENCE
1438	Prv	16:5	Prv	16:5	0.1786	period	75	LOW_CONFIDENCE
1439	Prv	16:8	Prv	16:8	0.1667	none	18	STRUCTURAL_GAP
1440	Prv	16:8	Prv	20:8	0.2727	period	96	MARGINAL
1441	Prv	16:9	Prv	20:9	0.3200	none	122	MARGINAL
1442	Prv	16:11	Prv	16:11	0.2188	none	159	STRUCTURAL_GAP
1443	Prv	16:13	Prv	20:13	0.3810	none	87	OK
1444	Prv	16:14	Prv	20:14	0.3684	none	81	OK
1445	Prv	16:15	Prv	20:15	0.3125	period	185	MARGINAL
1446	Prv	16:20	Prv	16:20	0.2444	none	273	STRUCTURAL_GAP
1447	Prv	16:23	Prv	20:23	0.5000	none	84	OK
1448	Prv	16:24	Prv	20:24	0.2955	none	247	MARGINAL
1449	Prv	16:27	Prv	20:27	0.2857	none	86	MARGINAL
1450	Prv	16:28	Prv	20:28	0.3529	none	73	OK
1451	Prv	16:29	Prv	16:29	0.2353	none	72	STRUCTURAL_GAP
1452	Prv	16:30	Prv	20:30	0.3750	period	116	OK
1453	Prv	16:4	Prv	16:4	0.1765	none	85	STRUCTURAL_GAP
1454	Prv	16:5	Prv	16:5	0.2273	period	98	LOW_CONFIDENCE
1455	Prv	16:6	Prv	21:6	0.2593	period	107	MARGINAL
1456	Prv	16:7	Prv	16:7	0.2273	period	85	LOW_CONFIDENCE
1457	Prv	16:8	Prv	21:8	0.3478	none	81	MARGINAL
1458	Prv	16:9	Prv	16:9	0.2222	none	399	STRUCTURAL_GAP
1459	Prv	16:13	Prv	21:13	0.4783	period	97	OK
1460	Prv	16:14	Prv	21:14	0.2778	none	80	MARGINAL
1461	Prv	16:15	Jer	10:23	0.2632	none	169	MARGINAL
1462	Prv	16:17	Prv	21:17	0.3667	none	183	OK
1463	Prv	16:19	Prv	16:19	0.2308	none	74	STRUCTURAL_GAP
1464	Prv	16:20	Prv	18:12	0.2500	period	127	MARGINAL
1465	Prv	16:1	Prv	16:1	0.0769	period	81	LOW_CONFIDENCE
1466	Prv	16:22	Prv	21:22	0.3158	period	88	MARGINAL
1467	Prv	16:25	Prv	21:25	0.2667	period	39	MARGINAL
1468	Prv	16:27	Prv	21:27	0.4000	period	78	OK
1469	Prv	16:29	Prv	21:29	0.4737	period	97	OK
1470	Prv	16:30	Prv	21:30	0.3571	period	85	OK
1471	Prv	16:2	Prv	22:2	0.5263	none	71	OK
1472	Prv	16:3	Prv	16:3	0.2174	none	92	STRUCTURAL_GAP
1473	Prv	16:4	Prv	16:4	0.2051	period	179	LOW_CONFIDENCE
1474	Prv	16:9	Prv	22:7	0.3333	none	93	MARGINAL
1475	Prv	16:8	Prv	22:8	0.3333	none	94	MARGINAL
1476	Prv	16:9	Prv	22:9	0.3333	period	211	MARGINAL
1477	Prv	16:17	Ps	8:7	0.2941	none	72	MARGINAL
1478	Prv	16:3	Prv	23:3	0.5333	period	54	OK
1479	Prv	16:4	Prv	16:4	0.2167	none	348	STRUCTURAL_GAP
1480	Prv	16:13	Prv	16:13	0.2083	none	83	STRUCTURAL_GAP
1481	Prv	16:14	Prv	22:14	0.4000	none	92	OK
1482	Prv	16:15	Prv	22:15	0.3077	period	96	MARGINAL
1483	Prv	16:22	Prv	22:22	0.3182	period	96	MARGINAL
1484	Prv	16:5	Prv	16:5	0.2000	period	83	LOW_CONFIDENCE
1485	Prv	16:6	Prv	23:6	0.5385	period	56	OK
1486	Prv	16:8	Prv	23:8	0.5789	period	97	OK
1487	Prv	16:12	Prv	23:12	0.3889	period	72	OK
1488	Prv	16:13	Prv	23:13	0.4348	period	94	OK
1489	Prv	16:15	Prv	23:15	0.4444	period	73	OK
1490	Prv	16:17	Prv	23:17	0.3143	period	176	MARGINAL
1491	Prv	16:19	Prv	16:19	0.2222	period	54	LOW_CONFIDENCE
1492	Prv	16:20	Prv	16:20	0.2041	period	313	LOW_CONFIDENCE
1493	Prv	16:23	Prv	16:23	0.2414	period	287	LOW_CONFIDENCE
1494	Prv	16:27	Prv	23:27	0.3750	period	66	OK
1495	Prv	16:29	Prv	16:29	0.1538	none	124	STRUCTURAL_GAP
1496	Prv	16:30	Prv	9:15	0.2632	none	81	MARGINAL
1497	Prv	16:31	Prv	16:31	0.1600	period	286	LOW_CONFIDENCE
1498	Prv	16:34	Prv	23:34	0.3333	period	119	MARGINAL
1499	Prv	16:35	Prv	23:35	0.4242	period	144	OK
1500	Prv	16:5	Prv	16:5	0.2222	period	65	LOW_CONFIDENCE
1501	Prv	16:7	Prv	16:7	0.2273	period	90	LOW_CONFIDENCE
1502	Prv	16:13	Prv	16:13	0.1600	period	80	LOW_CONFIDENCE
1503	Prv	16:32	Prv	16:32	0.1739	none	313	STRUCTURAL_GAP
1504	Prv	16:16	Prv	16:16	0.1744	period	543	LOW_CONFIDENCE
1505	Prv	16:21	Prv	16:21	0.2286	period	162	LOW_CONFIDENCE
1506	Prv	16:23	Prv	24:23	0.3182	period	78	MARGINAL
1507	Prv	16:2	Prv	25:2	0.3000	period	89	MARGINAL
1508	Prv	16:3	Prv	16:3	0.2439	none	254	STRUCTURAL_GAP
1509	Prv	16:6	Prv	25:6	0.8571	none	77	OK
1510	Prv	16:7	Prv	25:7	0.6957	none	103	OK
1511	Prv	16:8	Prv	25:8	0.2821	period	155	MARGINAL
1512	Prv	16:9	Prv	16:9	0.1750	period	242	LOW_CONFIDENCE
1513	Prv	16:11	Sir	9:25	0.2800	none	71	MARGINAL
1514	Prv	16:12	Prv	9:7	0.2609	none	96	MARGINAL
1515	Prv	16:13	Prv	16:13	0.2333	period	87	LOW_CONFIDENCE
1516	Prv	16:14	Prv	25:14	0.2917	none	92	MARGINAL
1517	Prv	16:35	Prv	25:15	0.2500	period	179	MARGINAL
1518	Prv	16:19	Mt	24:50	0.2500	period	104	MARGINAL
1519	Prv	16:21	Prv	25:22	0.2571	none	167	MARGINAL
1520	Prv	16:23	Prv	25:23	0.2632	period	68	MARGINAL
1521	Prv	16:26	Prv	25:27	0.2826	none	229	MARGINAL
1522	Prv	16:28	Prv	25:28	0.3226	period	107	MARGINAL
1523	Prv	16:4	Prv	26:4	0.5000	period	76	OK
1524	Prv	16:5	Prv	16:5	0.2286	none	165	STRUCTURAL_GAP
1525	Prv	16:7	Prv	26:7	0.6190	period	87	OK
1526	Prv	16:9	Prv	26:9	0.5238	period	90	OK
1527	Prv	16:15	Prv	26:15	0.3333	period	56	MARGINAL
1528	Prv	16:22	Prv	26:22	0.3913	period	100	OK
1529	Prv	16:23	Prv	16:23	0.2353	period	192	LOW_CONFIDENCE
1530	Prv	16:25	Jn	1:11	0.2500	period	66	MARGINAL
1531	Prv	16:26	Prv	26:26	0.3000	none	80	MARGINAL
1532	Prv	16:27	Prv	16:27	0.2059	period	173	LOW_CONFIDENCE
1533	Prv	16:2	Prv	27:2	0.2917	period	121	MARGINAL
1534	Prv	16:4	Prv	27:4	0.2917	period	69	MARGINAL
1535	Prv	16:9	Sir	3:31	0.2500	period	116	MARGINAL
1536	Prv	16:13	Prv	27:13	0.4286	period	94	OK
1537	Prv	16:14	Prv	16:14	0.2037	none	293	STRUCTURAL_GAP
1538	Prv	16:17	Prv	17:27	0.2812	period	152	MARGINAL
1539	Prv	16:19	Prv	27:21	0.2593	none	530	MARGINAL
1540	Prv	16:23	Prv	16:23	0.2340	period	339	LOW_CONFIDENCE
1541	Mk	16:3	Prv	28:3	0.3000	period	90	MARGINAL
1542	Mk	16:2	Prv	28:7	0.3333	none	87	MARGINAL
1543	Mk	16:8	Prv	28:8	0.4231	period	106	OK
1544	Mk	16:11	Prv	28:11	0.3478	period	89	MARGINAL
1545	Mk	16:14	Prv	28:14	0.3077	none	101	MARGINAL
1546	Mk	16:15	Prv	28:16	0.2895	period	202	MARGINAL
1547	Mk	16:18	Prv	28:19	0.2703	none	225	MARGINAL
1548	Prv	16:13	Prv	28:13	0.2500	period	81	MARGINAL
1549	Prv	16:23	Prv	28:24	0.3182	period	237	MARGINAL
1550	Prv	16:26	Prv	28:26	0.2917	period	90	MARGINAL
1551	Prv	16:27	Prv	28:27	0.2917	period	106	MARGINAL
1552	Prv	16:2	Prv	16:2	0.2222	period	133	LOW_CONFIDENCE
1553	Prv	16:4	Prv	29:4	0.2941	none	63	MARGINAL
1554	Prv	16:5	Prv	29:5	0.2800	period	94	MARGINAL
1555	Prv	16:10	Prv	16:10	0.1935	period	168	LOW_CONFIDENCE
1556	Prv	16:13	Prv	29:13	0.3077	none	108	MARGINAL
1557	Prv	16:15	Prv	16:15	0.2128	none	293	STRUCTURAL_GAP
1558	Prv	16:18	Prv	16:18	0.2353	period	306	LOW_CONFIDENCE
1559	Prv	16:21	Prv	29:21	0.2500	period	94	MARGINAL
1560	Prv	16:23	Prv	16:23	0.2308	period	183	LOW_CONFIDENCE
1561	Prv	16:25	Prv	29:25	0.2917	period	83	MARGINAL
1562	Prv	16:26	Prv	29:26	0.4500	none	100	OK
1563	Prv	16:27	Prv	29:27	0.3077	period	86	MARGINAL
1564	Prv	16:11	Prv	16:11	0.2000	period	36	LOW_CONFIDENCE
1565	Prv	16:15	Prv	30:15	0.3000	annotation_marker	44	MARGINAL
1566	Prv	16:19	Ps	104:16	0.3043	annotation_marker	115	MARGINAL
1567	Prv	16:32	Prv	30:32	0.2857	period	353	MARGINAL
1568	Prv	16:1	Prv	16:1	0.1757	period	375	LOW_CONFIDENCE
1569	Wis	16:8	Wis	16:8	0.2063	period	327	LOW_CONFIDENCE
1570	Wis	16:2	Wis	1:2	0.2500	period	62	MARGINAL
1571	Wis	16:3	Apc	17:9	0.2593	period	88	MARGINAL
1572	Wis	16:19	Wis	3:19	0.5833	period	49	OK
1573	Wis	3:8	Wis	5:8	0.5294	period	93	OK
1574	Wis	3:3	Wis	3:3	0.1389	period	124	LOW_CONFIDENCE
1575	Wis	3:6	Wis	9:6	0.4545	none	64	OK
1576	Wis	3:1	Wis	9:7	0.4091	period	81	OK
1577	Wis	3:3	Wis	3:3	0.2368	annotation_marker	190	LOW_CONFIDENCE
1578	Wis	3:6	Wis	3:6	0.1778	period	210	LOW_CONFIDENCE
1579	Wis	3:6	Wis	10:1	0.4828	period	134	OK
1580	Wis	3:24	Wis	3:24	0.1538	period	90	LOW_CONFIDENCE
1581	Wis	3:21	Ps	89:11	0.2500	period	60	MARGINAL
1582	Wis	3:15	Wis	3:15	0.2353	period	41	LOW_CONFIDENCE
1583	Wis	3:1	Wis	3:1	0.1556	period	249	LOW_CONFIDENCE
1584	Wis	3:2	Wis	14:2	0.3182	period	84	MARGINAL
1585	Wis	3:15	Wis	3:15	0.1765	period	126	LOW_CONFIDENCE
1586	Wis	3:12	Wis	3:12	0.2453	period	267	LOW_CONFIDENCE
1587	Heb	3:13	Heb	3:13	0.2222	period	27	LOW_CONFIDENCE
1588	Sir	3:17	Wis	19:17	0.3404	period	227	MARGINAL
1589	Sir	3:39	Sir	1:39	0.2857	period	81	MARGINAL
1590	Sir	3:3	Sir	3:3	0.2192	period	674	LOW_CONFIDENCE
1591	Sir	3:8	Sir	6:10	0.2545	period	418	MARGINAL
1592	Sir	3:35	Sir	7:36	0.3235	none	217	MARGINAL
1593	Sir	3:37	Sir	7:37	0.3750	period	33	OK
1594	Sir	3:17	Sir	3:17	0.2000	period	19	LOW_CONFIDENCE
1595	Sir	3:3	Sir	3:3	0.2444	none	274	STRUCTURAL_GAP
1596	Sir	3:6	Sir	3:6	0.2424	period	123	LOW_CONFIDENCE
1597	Sir	3:5	Sir	12:5	0.8000	period	44	OK
1598	Sir	3:19	Sir	12:19	0.4211	period	114	OK
1599	Sir	3:4	Sir	3:4	0.1818	period	49	LOW_CONFIDENCE
1600	Sir	3:25	Sir	14:25	0.3421	period	154	MARGINAL
1601	Sir	3:15	Sir	16:16	0.4138	period	163	OK
1602	Sir	3:27	Sir	16:27	0.5000	period	119	OK
1603	Sir	3:1	Sir	3:1	0.1333	period	19	LOW_CONFIDENCE
1604	Sir	3:24	Sir	3:24	0.1176	period	35	LOW_CONFIDENCE
1605	Sir	3:2	Sir	20:2	0.2727	period	100	MARGINAL
1606	Sir	3:9	Sir	3:9	0.2083	period	85	LOW_CONFIDENCE
1607	Sir	3:6	Sir	4:25	0.2500	period	63	MARGINAL
1608	Sir	3:29	Sir	20:29	0.3182	period	88	MARGINAL
1609	Sir	3:9	Sir	22:9	0.3714	period	159	OK
1610	Sir	3:3	Sir	3:3	0.2000	period	49	LOW_CONFIDENCE
1611	Sir	3:24	Sir	3:24	0.2000	period	82	LOW_CONFIDENCE
1612	Sir	3:33	Sir	23:33	0.3448	period	68	MARGINAL
1613	Sir	3:41	Sir	3:41	0.2121	period	204	LOW_CONFIDENCE
1614	Sir	3:44	Sir	24:44	0.3200	period	83	MARGINAL
1615	Sir	3:46	Sir	24:46	0.3438	period	97	MARGINAL
1616	Sir	3:14	Nm	7:16	0.2857	period	17	MARGINAL
1617	Sir	3:9	Sir	3:9	0.2373	period	342	LOW_CONFIDENCE
1618	Sir	3:34	Sir	25:34	0.3333	period	87	MARGINAL
1619	Sir	3:22	Sir	3:22	0.1875	period	114	LOW_CONFIDENCE
1620	Sir	3:32	Sir	3:32	0.2051	period	220	LOW_CONFIDENCE
1621	Sir	3:24	Sir	30:24	0.2581	period	97	MARGINAL
1622	Sir	3:8	Sir	3:8	0.1250	period	27	LOW_CONFIDENCE
1623	Sir	3:33	Sir	31:33	0.3333	period	48	MARGINAL
1624	Sir	3:7	Sir	3:7	0.2308	period	106	LOW_CONFIDENCE
1625	Sir	3:2	Sir	33:2	0.4000	period	102	OK
1626	Sir	3:5	Sir	3:5	0.2105	period	85	LOW_CONFIDENCE
1627	Sir	3:20	Sir	3:20	0.2097	period	324	LOW_CONFIDENCE
1628	Sir	3:14	Acts	19:11	0.3077	period	24	MARGINAL
1629	Sir	3:24	Sir	3:24	0.2000	period	47	LOW_CONFIDENCE
1630	Sir	3:1	Sir	3:1	0.0714	period	32	LOW_CONFIDENCE
1631	Sir	3:9	Sir	3:9	0.0000	period	17	STRUCTURAL_GAP
1632	Sir	3:20	Sir	3:20	0.1818	period	51	LOW_CONFIDENCE
1633	Sir	3:33	Sir	37:33	0.2857	period	86	MARGINAL
1634	Sir	3:17	Sir	3:17	0.2308	period	96	LOW_CONFIDENCE
1635	Sir	3:35	Sir	39:35	0.3333	period	178	MARGINAL
1636	Sir	3:4	Sir	40:4	0.2857	period	274	MARGINAL
1637	Sir	3:8	Sir	40:8	0.3182	period	77	MARGINAL
1638	Sir	3:18	Sir	41:18	0.3158	annotation_marker	88	MARGINAL
1639	Sir	3:5	Sir	3:5	0.1923	period	94	LOW_CONFIDENCE
1640	Sir	3:5	Sir	45:5	0.6667	period	79	OK
1641	Sir	3:19	Sir	45:19	0.3500	period	191	OK
1642	Sir	3:31	Sir	45:31	0.3012	period	553	MARGINAL
1643	Sir	3:1	Sir	3:1	0.1000	period	19	LOW_CONFIDENCE
1644	Sir	3:14	Sir	47:15	0.2600	annotation_marker	190	MARGINAL
1645	Sir	3:13	Sir	3:13	0.1613	period	73	LOW_CONFIDENCE
1646	Sir	3:3	Sir	3:3	0.0000	period	16	STRUCTURAL_GAP
1647	Sir	3:14	Sir	3:14	0.0000	period	16	STRUCTURAL_GAP
1648	Sir	3:10	Sir	3:10	0.1471	period	430	LOW_CONFIDENCE
1649	Sir	3:5	Sir	3:5	0.2143	period	76	LOW_CONFIDENCE
1650	Sir	3:6	Sir	3:6	0.1549	period	449	LOW_CONFIDENCE
1651	Sir	3:29	1Chr	24:29	0.2857	period	81	MARGINAL
1652	Sir	3:18	Sir	51:18	0.4444	period	62	OK
